Country / Region	Type	Company / Agency	Company Description	Contact Person	Email Sent To	Email / Contact	Phone / WhatsApp	Role Applied For	Status	Date Email Sent	Date Applied	Follow-up Date	Reply Status	Confidence	Needs Manual Review	Recommended Action	Source	Notes	URLs	Last Gmail Thread ID	Last Gmail Message ID
UAE / Dubai	Direct Employer	Flyin	Company career-link lead			https://flyin.com/careers			To Contact					Low	Yes	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: uae-dubai-proposed.csv; IMG_8704.HEIC; Screenshot proposal: proposed-tracker-rows-from-unknown.csv	Country/Region: UAE / GCC / MENA | Category: Company career-link lead | Source: IMG_8704.HEIC | Move from Unknown into UAE/GCC direct-employer research queue.	https://flyin.com/careers; flyin.com/careers; OCR career-link list from screenshot; web/source verification still needed before applying.		
UAE / Dubai	Direct Employer	Foodics	Company career-link lead			https://foodics.com/careers			To Contact					Low	Yes	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: uae-dubai-proposed.csv; IMG_8702.HEIC; Screenshot proposal: proposed-tracker-rows-from-unknown.csv	Country/Region: UAE / GCC / MENA | Category: Company career-link lead | Source: IMG_8702.HEIC | Move from Unknown into UAE/GCC direct-employer research queue.	https://foodics.com/careers; foodics.com/careers; OCR career-link list from screenshot; web/source verification still needed before applying.		
UAE / Dubai	Direct Employer	G42	Company career-link lead			https://g42.ai/careers			To Contact					Medium	No	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: uae-dubai-proposed.csv; IMG_8705.HEIC; Screenshot proposal: proposed-tracker-rows-from-unknown.csv	Country/Region: UAE / GCC / MENA | Category: Company career-link lead | Source: IMG_8705.HEIC | Move from Unknown into UAE/GCC direct-employer research queue.	https://g42.ai/careers; g42.ai/careers; OCR career-link list from screenshot; web/source verification still needed before applying.		
UAE / Dubai	Direct Employer	Huspy	Company career-link lead			https://huspy.com/careers			To Contact					Low	Yes	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: uae-dubai-proposed.csv; IMG_8703.HEIC; Screenshot proposal: proposed-tracker-rows-from-unknown.csv	Country/Region: UAE / GCC / MENA | Category: Company career-link lead | Source: IMG_8703.HEIC | Move from Unknown into UAE/GCC direct-employer research queue.	https://huspy.com/careers; huspy.com/careers; OCR career-link list from screenshot; web/source verification still needed before applying.		
UAE / Dubai	Direct Employer	Kitopi	Company career-link lead			https://kitopi.com/careers			To Contact					Medium	No	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: uae-dubai-proposed.csv; IMG_8702.HEIC; Screenshot proposal: proposed-tracker-rows-from-unknown.csv	Country/Region: UAE / GCC / MENA | Category: Company career-link lead | Source: IMG_8702.HEIC | Move from Unknown into UAE/GCC direct-employer research queue.	https://kitopi.com/careers; kitopi.com/careers; OCR career-link list from screenshot; web/source verification still needed before applying.		
UAE / Dubai	Direct Employer	Lean Technologies	Company career-link lead			https://leantech.me/careers			To Contact					Low	Yes	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: uae-dubai-proposed.csv; IMG_8703.HEIC; Screenshot proposal: proposed-tracker-rows-from-unknown.csv	Country/Region: UAE / GCC / MENA | Category: Company career-link lead | Source: IMG_8703.HEIC | Move from Unknown into UAE/GCC direct-employer research queue.	https://leantech.me/careers; leantech.me/careers; OCR career-link list from screenshot; web/source verification still needed before applying.		
UAE / Dubai	Direct Employer	Majid Al Futtaim				https://careers.majidalfuttaim.com/			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Original tracker: Job Application Data Extraction; Original tracker: Sheet1				
UAE / Dubai	Direct Employer	Mamo Pay	Company career-link lead			https://mamopay.com/careers			To Contact					Low	Yes	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: uae-dubai-proposed.csv; IMG_8703.HEIC; Screenshot proposal: proposed-tracker-rows-from-unknown.csv	Country/Region: UAE / GCC / MENA | Category: Company career-link lead | Source: IMG_8703.HEIC | Move from Unknown into UAE/GCC direct-employer research queue.	https://mamopay.com/careers; mamopay.com/careers; OCR career-link list from screenshot; web/source verification still needed before applying.		
UAE / Dubai	Direct Employer	Mangopay MENA	Company career-link lead			https://mangopay.com/careers			To Contact					Low	Yes	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: uae-dubai-proposed.csv; IMG_8703.HEIC; Screenshot proposal: proposed-tracker-rows-from-unknown.csv	Country/Region: UAE / GCC / MENA | Category: Company career-link lead | Source: IMG_8703.HEIC | Move from Unknown into UAE/GCC direct-employer research queue.	https://mangopay.com/careers; mangopay.com/careers; OCR career-link list from screenshot; web/source verification still needed before applying.		
UAE / Dubai	Direct Employer	Now Money	Company career-link lead			https://nowmoney.me/careers			To Contact					Low	Yes	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: uae-dubai-proposed.csv; IMG_8703.HEIC; Screenshot proposal: proposed-tracker-rows-from-unknown.csv	Country/Region: UAE / GCC / MENA | Category: Company career-link lead | Source: IMG_8703.HEIC | Move from Unknown into UAE/GCC direct-employer research queue.	https://nowmoney.me/careers; nowmoney.me/careers; OCR career-link list from screenshot; web/source verification still needed before applying.		
UAE / Dubai	Direct Employer	NymCard	Company career-link lead			https://nymcard.com/careers			To Contact					Low	Yes	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: uae-dubai-proposed.csv; IMG_8703.HEIC; Screenshot proposal: proposed-tracker-rows-from-unknown.csv	Country/Region: UAE / GCC / MENA | Category: Company career-link lead | Source: IMG_8703.HEIC | Move from Unknown into UAE/GCC direct-employer research queue.	https://nymcard.com/careers; nymcard.com/careers; OCR career-link list from screenshot; web/source verification still needed before applying.		
UAE / Dubai	Direct Employer	Presight AI	Company career-link lead			https://presight.ai/careers			To Contact					Medium	No	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: uae-dubai-proposed.csv; IMG_8705.HEIC; Screenshot proposal: proposed-tracker-rows-from-unknown.csv	Country/Region: UAE / GCC / MENA | Category: Company career-link lead | Source: IMG_8705.HEIC | Move from Unknown into UAE/GCC direct-employer research queue.	https://presight.ai/careers; presight.ai/careers; OCR career-link list from screenshot; web/source verification still needed before applying.		
UAE / Dubai	Direct Employer	Pyypl	Company career-link lead			https://pyypl.com/careers			To Contact					Low	Yes	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: uae-dubai-proposed.csv; IMG_8703.HEIC; Screenshot proposal: proposed-tracker-rows-from-unknown.csv	Country/Region: UAE / GCC / MENA | Category: Company career-link lead | Source: IMG_8703.HEIC | Move from Unknown into UAE/GCC direct-employer research queue.	https://pyypl.com/careers; pyypl.com/careers; OCR career-link list from screenshot; web/source verification still needed before applying.		
UAE / Dubai	Direct Employer	Rotana Hotels				https://www.rotanacareers.com/			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Original tracker: Job Application Data Extraction; Original tracker: Sheet1				
UAE / Dubai	Direct Employer	Sarwa	Company career-link lead			https://sarwa.co/careers			To Contact					Low	Yes	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: uae-dubai-proposed.csv; IMG_8703.HEIC; Screenshot proposal: proposed-tracker-rows-from-unknown.csv	Country/Region: UAE / GCC / MENA | Category: Company career-link lead | Source: IMG_8703.HEIC | Move from Unknown into UAE/GCC direct-employer research queue.	https://sarwa.co/careers; sarwa.co/careers; OCR career-link list from screenshot; web/source verification still needed before applying.		
UAE / Dubai	Direct Employer	Spotii	Company career-link lead			https://spotii.me/careers			To Contact					Low	Yes	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: uae-dubai-proposed.csv; IMG_8704.HEIC; Screenshot proposal: proposed-tracker-rows-from-unknown.csv	Country/Region: UAE / GCC / MENA | Category: Company career-link lead | Source: IMG_8704.HEIC | Move from Unknown into UAE/GCC direct-employer research queue.	https://spotii.me/careers; spotii.me/careers; OCR career-link list from screenshot; web/source verification still needed before applying.		
UAE / Dubai	Direct Employer	Stake	Company career-link lead			https://getstake.com/careers			To Contact					Low	Yes	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: uae-dubai-proposed.csv; IMG_8703.HEIC; Screenshot proposal: proposed-tracker-rows-from-unknown.csv	Country/Region: UAE / GCC / MENA | Category: Company career-link lead | Source: IMG_8703.HEIC | Move from Unknown into UAE/GCC direct-employer research queue.	https://getstake.com/careers; getstake.com/careers; OCR career-link list from screenshot; web/source verification still needed before applying.		
UAE / Dubai	Direct Employer	Swvl	Company career-link lead			https://swvl.com/careers			To Contact					Low	Yes	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: uae-dubai-proposed.csv; IMG_8702.HEIC; Screenshot proposal: proposed-tracker-rows-from-unknown.csv	Country/Region: UAE / GCC / MENA | Category: Company career-link lead | Source: IMG_8702.HEIC | Move from Unknown into UAE/GCC direct-employer research queue.	https://swvl.com/careers; swvl.com/careers; OCR career-link list from screenshot; web/source verification still needed before applying.		
UAE / Dubai	Direct Employer	Tabby	Company career-link lead			https://tabby.ai/careers			To Contact					Low	Yes	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: uae-dubai-proposed.csv; IMG_8704.HEIC; Screenshot proposal: proposed-tracker-rows-from-unknown.csv	Country/Region: UAE / GCC / MENA | Category: Company career-link lead | Source: IMG_8704.HEIC | Move from Unknown into UAE/GCC direct-employer research queue.	https://tabby.ai/careers; tabby.ai/careers; OCR career-link list from screenshot; web/source verification still needed before applying.		
UAE / Dubai	Direct Employer	Tamara	Company career-link lead			https://tamara.co/careers			To Contact					Low	Yes	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: uae-dubai-proposed.csv; IMG_8704.HEIC; Screenshot proposal: proposed-tracker-rows-from-unknown.csv	Country/Region: UAE / GCC / MENA | Category: Company career-link lead | Source: IMG_8704.HEIC | Move from Unknown into UAE/GCC direct-employer research queue.	https://tamara.co/careers; tamara.co/careers; OCR career-link list from screenshot; web/source verification still needed before applying.		
UAE / Dubai	Direct Employer	Trukker / Tenderd	Company career-link lead			https://tenderd.com/careers			To Contact					Low	Yes	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: uae-dubai-proposed.csv; IMG_8702.HEIC; Screenshot proposal: proposed-tracker-rows-from-unknown.csv	Country/Region: UAE / GCC / MENA | Category: Company career-link lead | Source: IMG_8702.HEIC | Move from Unknown into UAE/GCC direct-employer research queue.	https://tenderd.com/careers; tenderd.com/careers; OCR career-link list from screenshot; web/source verification still needed before applying.		
UAE / Dubai	Direct Employer	Wio Bank	Company career-link lead			https://wio.io/careers			To Contact					Medium	No	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: uae-dubai-proposed.csv; IMG_8703.HEIC; Screenshot proposal: proposed-tracker-rows-from-unknown.csv	Country/Region: UAE / GCC / MENA | Category: Company career-link lead | Source: IMG_8703.HEIC | Move from Unknown into UAE/GCC direct-employer research queue.	https://wio.io/careers; wio.io/careers; OCR career-link list from screenshot; web/source verification still needed before applying.		
UAE / Dubai	Direct Employer	Yallacompare	Company career-link lead			https://yallacompare.com/careers			To Contact					Low	Yes	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: uae-dubai-proposed.csv; IMG_8703.HEIC; Screenshot proposal: proposed-tracker-rows-from-unknown.csv	Country/Region: UAE / GCC / MENA | Category: Company career-link lead | Source: IMG_8703.HEIC | Move from Unknown into UAE/GCC direct-employer research queue.	https://yallacompare.com/careers; yallacompare.com/careers; OCR career-link list from screenshot; web/source verification still needed before applying.		
UAE / Dubai	Direct Employer	YAP	Company career-link lead			https://yap.com/careers			To Contact					Low	Yes	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: uae-dubai-proposed.csv; IMG_8703.HEIC; Screenshot proposal: proposed-tracker-rows-from-unknown.csv	Country/Region: UAE / GCC / MENA | Category: Company career-link lead | Source: IMG_8703.HEIC | Move from Unknown into UAE/GCC direct-employer research queue.	https://yap.com/careers; yap.com/careers; OCR career-link list from screenshot; web/source verification still needed before applying.		
UAE / Dubai	LinkedIn Search	ACX				Find via LinkedIn/Website			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Original tracker: Job Application Data Extraction; Original tracker: Sheet1				
UAE / Dubai	LinkedIn Search	Addenda				Find via LinkedIn/Website			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Original tracker: Job Application Data Extraction; Original tracker: Sheet1				
UAE / Dubai	LinkedIn Search	Amwal				Find via LinkedIn/Website			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Original tracker: Job Application Data Extraction; Original tracker: Sheet1				
UAE / Dubai	LinkedIn Search	Caliberly				Find via LinkedIn/Website			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Original tracker: Job Application Data Extraction; Original tracker: Sheet1				
UAE / Dubai	LinkedIn Search	Cander				Find via LinkedIn/Website			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Original tracker: Job Application Data Extraction; Original tracker: Sheet1				
UAE / Dubai	LinkedIn Search	Careers	Job lead / direct employer						To Contact					Medium	Yes	Open form/careers URL and verify role	Raw OCR: IMG_8721.HEIC	OCR raw safety-net row from screenshot | verify before outreach. https://careers.careem.com/ | Dubai Health Authorit | https://www.chalhoubgroup.com/en/careers | https://careers.du.aef	https://careers.careem.com/Dubai; https://careers.du.aefHiring		
UAE / Dubai	LinkedIn Search	Chalhoubgroup	Job lead / direct employer						To Contact					Medium	Yes	Open form/careers URL and verify role	Raw OCR: IMG_8721.HEIC	OCR raw safety-net row from screenshot; verify before outreach. https://careers.careem.com/ | Dubai Health Authorit | https://www.chalhoubgroup.com/en/careers | https://careers.du.aef	https://www.chalhoubgroup.com/en/careersEtisalat		
UAE / Dubai	LinkedIn Search	Charterhouse				Find via LinkedIn/Website			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Original tracker: Job Application Data Extraction; Original tracker: Sheet1				
UAE / Dubai	LinkedIn Search	Cooper Fitch				Find via LinkedIn/Website			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Original tracker: Job Application Data Extraction; Original tracker: Sheet1				
UAE / Dubai	LinkedIn Search	Dubizzle	Job lead / direct employer						To Contact					Medium	Yes	Open form/careers URL and verify role	Raw OCR: IMG_8721.HEIC	OCR raw safety-net row from screenshot; verify before outreach. https://careers.careem.com/ | Dubai Health Authorit | https://www.chalhoubgroup.com/en/careers | https://careers.du.aef	http://dubizzle.com/careersTabby		
UAE / Dubai	LinkedIn Search	Greengage				Find via LinkedIn/Website			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Original tracker: Job Application Data Extraction; Original tracker: Sheet1				
UAE / Dubai	LinkedIn Search	Halian				Find via LinkedIn/Website			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Original tracker: Job Application Data Extraction; Original tracker: Sheet1				
UAE / Dubai	LinkedIn Search	KinFitz & Co				Find via LinkedIn/Website			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Original tracker: Job Application Data Extraction; Original tracker: Sheet1				
UAE / Dubai	LinkedIn Search	Kitodi	Job lead / direct employer						To Contact					Medium	Yes	Open form/careers URL and verify role	Raw OCR: IMG_8721.HEIC	OCR raw safety-net row from screenshot; verify before outreach. https://careers.careem.com/ | Dubai Health Authorit | https://www.chalhoubgroup.com/en/careers | https://careers.du.aef	http://kitodi.com/careersi		
UAE / Dubai	LinkedIn Search	Masdar				Find via LinkedIn/Website			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Original tracker: Job Application Data Extraction; Original tracker: Sheet1				
UAE / Dubai	LinkedIn Search	Million				Find via LinkedIn/Website			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Original tracker: Job Application Data Extraction; Original tracker: Sheet1				
UAE / Dubai	LinkedIn Search	Neeraj / portfolio hiring lead				neerajiwtwrs@gmail.com			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Current Master Job Tracker	Keep for manual review, not Dubai.			
UAE / Dubai	LinkedIn Search	Petty				Find via LinkedIn/Website			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Original tracker: Job Application Data Extraction; Original tracker: Sheet1				
UAE / Dubai	LinkedIn Search	Salt				Find via LinkedIn/Website			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Original tracker: Job Application Data Extraction; Original tracker: Sheet1				
UAE / Dubai	LinkedIn Search	She is Arab				Find via LinkedIn/Website			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Original tracker: Job Application Data Extraction; Original tracker: Sheet1				
UAE / Dubai	LinkedIn Search	Sparklo				Find via LinkedIn/Website			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Original tracker: Job Application Data Extraction; Original tracker: Sheet1				
UAE / Dubai	LinkedIn Search	Umatr				Find via LinkedIn/Website			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Original tracker: Job Application Data Extraction; Original tracker: Sheet1				
India	Direct Employer	Celonis	Direct employer / careers link						To Contact					High	No	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_7186.HEIC	Bangalore / India careers link surfaced in the post.	https://careers.celonis.com/join-us; careers.celonis.com/join-us; OCR: IMG_7186.txt		
India	Direct Employer	Merck	Direct employer / careers link						To Contact					High	No	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_7186.HEIC	Bangalore / India careers link surfaced in the post.	https://careers.merckgroup.com; careers.merckgroup.com; OCR: IMG_7186.txt		
India / Bangalore	LinkedIn Search	Careers	Unclassified lead						To Contact					Low	Yes	Open form/careers URL and verify role	Raw OCR: IMG_7186.HEIC	OCR raw safety-net row from screenshot | verify before outreach. E 4 Celonis - https://careers.celonis.com/join-us/ ». | groupedLocation=Bangalore%2C+India @) | < Merck - https://careers.merckgroup.com/ 102 | %20India J	https://careers.celonis.com/join-us/; https://careers.merckgroup.com/		
Germany	Direct Employer	ABOUT YOU	Hiring company / Germany list						To Contact					High	No	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_9325.HEIC	Hamburg hiring-list row | no contact captured.	OCR: IMG_9325.txt		
Germany	Direct Employer	Adidas	Hiring company / Germany list						To Contact					High	No	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_9324.HEIC	Herzogenaurach hiring-list row | no contact captured.	OCR: IMG_9324.txt		
Germany	Direct Employer	Adjust	Hiring company / Germany list						To Contact					High	No	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_9324.HEIC	Berlin hiring-list row | no contact captured.	OCR: IMG_9324.txt		
Germany	Direct Employer	Atrya	Hiring company / Germany list						To Contact					High	No	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_9324.HEIC	Berlin hiring-list row | no contact captured.	OCR: IMG_9324.txt		
Germany	Direct Employer	Bayer	Hiring company / Germany list						To Contact					High	No	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_9325.HEIC	Leverkusen hiring-list row | no contact captured.	OCR: IMG_9325.txt		
Germany	Direct Employer	Blinkist	Hiring company / Germany list						To Contact					High	No	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_9324.HEIC	Berlin hiring-list row | no contact captured.	OCR: IMG_9324.txt		
Germany	Direct Employer	BMW Group	Hiring company / Germany list						To Contact					High	No	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_9324.HEIC	Munich hiring-list row | no contact captured.	OCR: IMG_9324.txt		
Germany	Direct Employer	Celonis	Hiring company / Germany list						To Contact					High	No	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_9324.HEIC	Munich hiring-list row | no contact captured.	OCR: IMG_9324.txt		
Germany	Direct Employer	Choco	Hiring company / Germany list						To Contact					High	No	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_9324.HEIC	Berlin hiring-list row | no contact captured.	OCR: IMG_9324.txt		
Germany	Direct Employer	Contentful	Hiring company / Germany list						To Contact					High	No	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_9324.HEIC	Berlin hiring-list row | no contact captured.	OCR: IMG_9324.txt		
Germany	Direct Employer	DastN GmbH	Hiring company / Germany list						To Contact					High	No	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_9325.HEIC	Germany-wide hiring-list row | no contact captured.	OCR: IMG_9325.txt		
Germany	Direct Employer	DeepL	Hiring company / Germany list						To Contact					High	No	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_9325.HEIC	Cologne hiring-list row | no contact captured.	OCR: IMG_9325.txt		
Germany	Direct Employer	Distribusion	Hiring company / Germany list						To Contact					High	No	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_9324.HEIC	Berlin hiring-list row | no contact captured.	OCR: IMG_9324.txt		
Germany	Direct Employer	exmox	Hiring company / Germany list						To Contact					High	No	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_9325.HEIC	Hamburg hiring-list row | no contact captured.	OCR: IMG_9325.txt		
Germany	Direct Employer	FINN	Hiring company / Germany list						To Contact					High	No	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_9324.HEIC	Munich hiring-list row | no contact captured.	OCR: IMG_9324.txt		
Germany	Direct Employer	Flix	Hiring company / Germany list						To Contact					High	No	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_9324.HEIC	Munich hiring-list row | no contact captured.	OCR: IMG_9324.txt		
Germany	Direct Employer	Forto	Hiring company / Germany list						To Contact					High	No	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_9324.HEIC	Berlin hiring-list row | no contact captured.	OCR: IMG_9324.txt		
Germany	Direct Employer	GetYourGuide	Hiring company / Germany list						To Contact					High	No	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_9324.HEIC	Berlin hiring-list row | no contact captured.	OCR: IMG_9324.txt		
Germany	Direct Employer	Helsing	Hiring company / Germany list						To Contact					High	No	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_9324.HEIC	Munich hiring-list row | no contact captured.	OCR: IMG_9324.txt		
Germany	Direct Employer	Infineon Technologies	Hiring company / Germany list						To Contact					High	No	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_9324.HEIC	Munich hiring-list row | no contact captured.	OCR: IMG_9324.txt		
Germany	Direct Employer	Kaufland e-commerce	Hiring company / Germany list						To Contact					High	No	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_9325.HEIC	Cologne hiring-list row | no contact captured.	OCR: IMG_9325.txt		
