Country / Region	Type	Company / Agency	Company Description	Contact Person	Email Sent To	Email / Contact	Phone / WhatsApp	Role Applied For	Status	Date Email Sent	Date Applied	Follow-up Date	Reply Status	Confidence	Needs Manual Review	Recommended Action	Source	Notes	URLs	Last Gmail Thread ID	Last Gmail Message ID
UAE / Dubai	Agency	Careerteria	Agency / recruiter			ehr@careerteria.com			To Contact					Medium	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8057.HEIC	OCR raw safety-net row from screenshot; verify before outreach. @:) Join channel to get daily Dubai job updates W | https://www.instagram.com/channel/ | info@workforce.ae | contact@morganmallet.agency	https://www.instagram.com/channel/AbZbNHfHrBoK22HT/?		
UAE / Dubai	Agency	CIG	Recruitment agency / staffing contact		hr@cig.ae; info@cig.ae; ibrahim.bangi@cig.ae	info@cig.ae; hr@cig.ae; ibrahim.bangi@cig.ae		Product Designer / UI/UX / Digital Operations	Needs Review	2026-06-02	2026-06-02	2026-06-09	Bounced	High	Yes	Run company careers/LinkedIn check	Current Master Job Tracker; Original tracker: Job Application Data Extraction; Original tracker: Sheet1; Screenshot proposal: proposed-tracker-rows-from-unknown.csv; IMG_8334.HEIC; Gmail sent last month; Raw OCR: IMG_8341.HEIC	Move from Unknown into UAE/Dubai agency review queue. | Delivery failure received for hr@cig.ae | message may still have reached info@cig.ae and CC. | OCR raw safety-net row from screenshot | verify before outreach. 1. info@mackenziejones.com | 2. info@sawaeed.ae | 3. clientmiddleeast@hays.com | 4. info@receptionistpa.com	cig.ae; OCR agency-list screenshot; many .ae; dxb; middleeast; and UAE staffing domains. Verify before outreach.	19e89e3b9054e44a	19e89e3fb8f18058
UAE / Dubai	Agency	Derby Group	UAE recruitment / outsourcing agency		info@derbygroup.ae; tarun@derbygroup.ae; francis@derbygroup.ae	info@derbygroup.ae; tarun@derbygroup.ae; francis@derbygroup.ae		Product Designer / UI/UX / Digital Operations	Applied	2026-06-02	2026-06-02	2026-06-09	No Reply	High	Yes	Run company careers/LinkedIn check	Current Master Job Tracker; Original tracker: Job Application Data Extraction; Original tracker: Sheet1; Gmail sent last month	Derby Group CV sent to info with Tarun and Francis in CC.		19e89e808041e2f3	19e89e85944d0089
UAE / Dubai	Agency	Dragonrecruiting	Agency / recruiter			contact@dragonrecruiting.net			To Contact					Medium	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8493.HEIC; Raw OCR: IMG_8948.HEIC	OCR raw safety-net row from screenshot | verify before outreach. FREE Recruitment Agency List & | Ll ABC Recruitment | www.abcrecruitment.ae | career@abcrecruitment.ae | recruit@abcrecruitment.ae | MP ABC Recruitment	www.abcrecruitment.ae; www.accel-hrconsulting.com; www.dragonrecruiting.net		
UAE / Dubai	Agency	Edgeexecutive	Agency / recruiter			rc3@edgeexecutive.com			To Contact					Medium	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8355.HEIC; Raw OCR: IMG_8491.HEIC	OCR raw safety-net row from screenshot | verify before outreach. yp WHR — | gf —— | Top 50 Recruitment d | Companies in UAE E= 2026 = | I Dubai Recruitment Agencies CV Submission # 5 & | verify before outreach. Top 50 recruitment agencies in UAE | 31 Jobtrack jobtrack@jobtrackme.com Admin & Commercial | 33 Gulf Connexions jobs@gulfconnexions.com Investment Banking | 34 Headway enquiries@headway.ae ... [truncated]			
UAE / Dubai	Agency	Emirates Net	Recruitment agency / staffing contact		mansoor@emirates.net.ae; hrd@emiratesnet.com; marketing@emiratesnet.com	mansoor@emirates.net.ae; hrd@emiratesnet.com; marketing@emiratesnet.com		Product Designer / UI/UX / Digital Operations	Applied	2026-06-03	2026-06-03	2026-06-10	No Reply	High	Yes	Follow up if no response	Current Master Job Tracker; Original tracker: Job Application Data Extraction; Original tracker: Sheet1; Screenshot proposal: proposed-tracker-rows-from-unknown.csv; IMG_8334.HEIC; Gmail sent last month	Emirates Net-specific CV sent. Gmail sent id: 19e8e0553783843e. Sent to mansoor@emirates.net.ae with CC hrd@emiratesnet.com | marketing@emiratesnet.com. | Move from Unknown into UAE/Dubai agency review queue. | Emirates Net-specific CV sent to Mansoor with HR and marketing in CC.	emirates.net.ae; OCR agency-list screenshot; many .ae; dxb; middleeast; and UAE staffing domains. Verify before outreach.	19e8e0338c632fa1	19e8e0553783843e
UAE / Dubai	Agency	Executive Solutions ME	Middle East talent solutions agency		info@executivesolutionsme.com	info@executivesolutionsme.com		Product Designer / UI/UX / Digital Product	Applied	2026-06-03	2026-06-03	2026-06-10	No Reply	High	Yes	Run company careers/LinkedIn check	Original tracker: Job Application Data Extraction; Original tracker: Sheet1; Gmail sent last month	Agency CV sent for digital workflows and enterprise operations.		19e8e0863577fe43	19e8e0863577fe43
UAE / Dubai	Agency	Experts Recruitment	Recruitment and HR consultancy		gaile@expertsrecruitment.com	gaile@expertsrecruitment.com		Product Designer / UI/UX / Operations	Applied	2026-06-03	2026-06-03	2026-06-10	No Reply	High	Yes	Run company careers/LinkedIn check	Original tracker: Job Application Data Extraction; Original tracker: Sheet1; Gmail sent last month	Agency CV sent for B2B operations dashboards and digital product work.		19e8e08855ab62ee	19e8e08855ab62ee
UAE / Dubai	Agency	Firstselectuae	Agency / recruiter			info@firstselectuae.com			To Contact					Medium	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8355.HEIC; Raw OCR: IMG_8491.HEIC	OCR raw safety-net row from screenshot | verify before outreach. yp WHR — | gf —— | Top 50 Recruitment d | Companies in UAE E= 2026 = | I Dubai Recruitment Agencies CV Submission # 5 & | verify before outreach. Top 50 recruitment agencies in UAE | 31 Jobtrack jobtrack@jobtrackme.com Admin & Commercial | 33 Gulf Connexions jobs@gulfconnexions.com Investment Banking | 34 Headway enquiries@headway.ae ... [truncated]			
UAE / Dubai	Agency	Gulfconnexions	Agency / recruiter			jobs@gulfconnexions.com			To Contact					Medium	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8355.HEIC; Raw OCR: IMG_8491.HEIC	OCR raw safety-net row from screenshot | verify before outreach. yp WHR — | gf —— | Top 50 Recruitment d | Companies in UAE E= 2026 = | I Dubai Recruitment Agencies CV Submission # 5 & | verify before outreach. Top 50 recruitment agencies in UAE | 31 Jobtrack jobtrack@jobtrackme.com Admin & Commercial | 33 Gulf Connexions jobs@gulfconnexions.com Investment Banking | 34 Headway enquiries@headway.ae ... [truncated]			
UAE / Dubai	Agency	Hays	Recruitment agency / staffing contact		clientmiddleeast@hays.com	clientmiddleeast@hays.com		Product Designer / UI/UX / Digital Roles	Applied	2026-06-03	2026-06-03	2026-06-10	No Reply	High	Yes	Follow up if no response	Current Master Job Tracker; Original tracker: Job Application Data Extraction; Original tracker: Sheet1; Screenshot proposal: proposed-tracker-rows-from-unknown.csv; IMG_8334.HEIC; Gmail sent last month; Raw OCR: IMG_8341.HEIC	Hays-specific CV sent. Gmail sent id: 19e8e08a2c672b47. Sent to clientmiddleeast@hays.com with attached agency CV. | Move from Unknown into UAE/Dubai agency review queue. | Agency CV sent for technology digital and operations workflow roles. | OCR raw safety-net row from screenshot | verify before outreach. 1. info@mackenziejones.com | 2. info@sawaeed.ae | 3. clientmiddleeast@hays.com | 4. info@receptionistpa.com	hays.com; OCR agency-list screenshot; many .ae; dxb; middleeast; and UAE staffing domains. Verify before outreach.	19e8e08a2c672b47	19e8e08a2c672b47
UAE / Dubai	Agency	Headway	Agency / recruiter			enquiries@headway.ae			To Contact					Medium	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8355.HEIC; Raw OCR: IMG_8491.HEIC	OCR raw safety-net row from screenshot | verify before outreach. yp WHR — | gf —— | Top 50 Recruitment d | Companies in UAE E= 2026 = | I Dubai Recruitment Agencies CV Submission # 5 & | verify before outreach. Top 50 recruitment agencies in UAE | 31 Jobtrack jobtrack@jobtrackme.com Admin & Commercial | 33 Gulf Connexions jobs@gulfconnexions.com Investment Banking | 34 Headway enquiries@headway.ae ... [truncated]			
UAE / Dubai	Agency	Horizon Group	Recruitment agency / staffing contact		horizongroup@horizon.ae	horizongroup@horizon.ae		Product Designer / UI/UX / Digital Operations	Applied	2026-06-03	2026-06-03	2026-06-10	Replied	High	Yes	Follow up if no response	Current Master Job Tracker; Original tracker: Job Application Data Extraction; Original tracker: Sheet1; Screenshot proposal: proposed-tracker-rows-from-unknown.csv; IMG_8341.HEIC; Gmail sent last month; Raw OCR: IMG_8333.HEIC; Raw OCR: IMG_8341.HEIC	Horizon-specific CV sent. Gmail sent id: 19e8e1f5148e7dda. Sent to horizongroup@horizon.ae with attached Horizon Group CV. | Move from Unknown into UAE/Dubai agency review queue. | Reply received 2026-06-04 saying CV/details were added to candidate database for future openings. | OCR raw safety-net row from screenshot | verify before outreach. Top recruitment agencies at United Arab Emirates | 1. ... [truncated]	horizon.ae; OCR agency-list screenshot; many .ae; dxb; middleeast; and UAE staffing domains. Verify before outreach.; http://www.hiresgulf.com	19e8e1e4f39c6af5	19e8e1f5148e7dda
UAE / Dubai	Agency	iKonsult Recruitment Solutions	Recruitment agency			hiring@ikonsult.in			To Contact					High	No	Run agency website/LinkedIn check	Current Master Job Tracker; Screenshot proposal: uae-dubai-proposed.csv; IMG_8701.HEIC; Screenshot proposal: outside-dubai-proposed.csv; Screenshot proposal: proposed-tracker-rows-from-unknown.csv	Country/Region: India / UAE remote | Category: Recruitment agency | Source: IMG_8701.HEIC | LinkedIn post mentions remote India/UAE roles.	https://ikonsult.in; ikonsult.in; https://in.linkedin.com/company/ikonsultrecruitment		
UAE / Dubai	Agency	Innovation UAE	UAE staffing and recruitment agency	Maryam Alzaabi	jobs@innovationsglobal.com	recruitment@innovationuae.com; jobs@innovationsglobal.com		Product Designer	Applied	2026-06-03	2026-06-03	2026-06-10	Replied	High	Yes	Follow up if no response	Current Master Job Tracker; Original tracker: Job Application Data Extraction; Original tracker: Sheet1; Gmail sent last month	Innovation UAE-specific CV sent. Gmail sent id: 19e8e239729c5bb6. Sent to jobs@innovationsglobal.com with attached Innovation UAE CV. | Reply received 2026-06-04 from Maryam Alzaabi with candidate registration link and app instructions.	https://erp.innovationuae.com/recruitment/candidate/register; https://www.innovationuae.com	19e8e239729c5bb6	19e8e239729c5bb6
UAE / Dubai	Agency	Inspire Selection				info@inspireselection.com			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Original tracker: Job Application Data Extraction; Original tracker: Sheet1				
UAE / Dubai	Agency	Jobtrackme	Agency / recruiter			jobtrack@jobtrackme.com			To Contact					Medium	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8355.HEIC; Raw OCR: IMG_8491.HEIC	OCR raw safety-net row from screenshot | verify before outreach. yp WHR — | gf —— | Top 50 Recruitment d | Companies in UAE E= 2026 = | I Dubai Recruitment Agencies CV Submission # 5 & | verify before outreach. Top 50 recruitment agencies in UAE | 31 Jobtrack jobtrack@jobtrackme.com Admin & Commercial | 33 Gulf Connexions jobs@gulfconnexions.com Investment Banking | 34 Headway enquiries@headway.ae ... [truncated]			
UAE / Dubai	Agency	Jpng Global	Agency / recruiter			zena.carter@jpng-global.com			To Contact					Medium	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8355.HEIC; Raw OCR: IMG_8491.HEIC	OCR raw safety-net row from screenshot | verify before outreach. yp WHR — | gf —— | Top 50 Recruitment d | Companies in UAE E= 2026 = | I Dubai Recruitment Agencies CV Submission # 5 & | verify before outreach. Top 50 recruitment agencies in UAE | 31 Jobtrack jobtrack@jobtrackme.com Admin & Commercial | 33 Gulf Connexions jobs@gulfconnexions.com Investment Banking | 34 Headway enquiries@headway.ae ... [truncated]			
UAE / Dubai	Agency	JVI Global	Recruitment agency / staffing contact			jobseekers@jvi-global.com; employers@jvi-global.com			To Contact					High	Yes	Run company careers/LinkedIn check	Original tracker: Job Application Data Extraction; Original tracker: Sheet1; Screenshot proposal: proposed-tracker-rows-from-unknown.csv; IMG_8334.HEIC; IMG_8341.HEIC; Raw OCR: IMG_8341.HEIC	Move from Unknown into UAE/Dubai agency review queue. | OCR raw safety-net row from screenshot | verify before outreach. 1. info@mackenziejones.com | 2. info@sawaeed.ae | 3. clientmiddleeast@hays.com | 4. info@receptionistpa.com	jvi-global.com; OCR agency-list screenshot; many .ae; dxb; middleeast; and UAE staffing domains. Verify before outreach.		
UAE / Dubai	Agency	Kershaw Leonard				mike@kershawleonard.net			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Original tracker: Job Application Data Extraction; Original tracker: Sheet1				
UAE / Dubai	Agency	Latinum HR	HR / recruitment			jobs@latinumhr.com			To Contact					Medium	No	Run agency website/LinkedIn check	Current Master Job Tracker; Screenshot proposal: uae-dubai-proposed.csv; IMG_8701.HEIC; Screenshot proposal: proposed-tracker-rows-from-unknown.csv	Country/Region: UAE / GCC | Category: HR / recruitment | Source: IMG_8701.HEIC | HR domain | verify exact country before outreach.	https://latinumhr.com; latinumhr.com; https://latinumhr.com/en/		
UAE / Dubai	Agency	Limitlessrecruitment	Agency / recruiter			info@limitlessrecruitment.org			To Contact					Medium	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8057.HEIC	OCR raw safety-net row from screenshot; verify before outreach. @:) Join channel to get daily Dubai job updates W | https://www.instagram.com/channel/ | info@workforce.ae | contact@morganmallet.agency	https://www.instagram.com/channel/AbZbNHfHrBoK22HT/?		
UAE / Dubai	Agency	Lobo Management				lobo@lobomanagement.com			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Original tracker: Job Application Data Extraction; Original tracker: Sheet1				
UAE / Dubai	Agency	Mackenzie Jones				info@mackenziejones.com			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Original tracker: Job Application Data Extraction; Original tracker: Sheet1				
UAE / Dubai	Agency	Manpower Middle East				info@manpower-me.com			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Current Master Job Tracker; Original tracker: Job Application Data Extraction; Original tracker: Sheet1				
UAE / Dubai	Agency	Marc Ellis	UAE recruitment agency	Prathiksha B	prathiksha.b@marc-ellis.com	prathiksha.b@marc-ellis.com		Senior Product Designer (UI/UX) - Dubai	Applied	2026-06-02	2026-06-02	2026-06-09	No Reply	High	No	Follow up if no response	Gmail sent last month	Application for Senior Product Designer opportunity in Dubai sent with Marc Ellis-tailored resume.		19e883a98d871f02	19e883ad26c6ee7c
UAE / Dubai	Agency	Michael Page				clientmiddleeast@michaelpage.ae			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Current Master Job Tracker; Original tracker: Job Application Data Extraction; Original tracker: Sheet1				
UAE / Dubai	Agency	Mindfieldresources	Agency / recruiter			info@mindfieldresources.com	Phone: +971 4 367 1797; Phone: +971 4 585 9309; Phone: +971 50 434 4675; Phone: +971 4 447 2847; Phone: +971 4 355 7222		To Contact					Medium	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8396.HEIC	OCR raw safety-net row from screenshot; verify before outreach. v FOLLOW FOR DUBAI JOB-RELATED VIDEOS | BE Email: info@mindfieldresources.com | &: Website: http://www.mindfieldresources.com | Tiger Recruitment	http://www.mindfieldresources.comTiger; https://tiger-recruitment.com/aeRFS; https://www.rfsonshr.comCaliberly; https://caliberly.comParker; https://parkerconnect-me.com#4		
UAE / Dubai	Agency	Morganmallet	Agency / recruiter			contact@morganmallet.agency			To Contact					Medium	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8057.HEIC	OCR raw safety-net row from screenshot; verify before outreach. @:) Join channel to get daily Dubai job updates W | https://www.instagram.com/channel/ | info@workforce.ae | contact@morganmallet.agency	https://www.instagram.com/channel/AbZbNHfHrBoK22HT/?		
UAE / Dubai	Agency	Morgenall	Agency / recruiter			info@morgenall.com			To Contact					Medium	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8355.HEIC; Raw OCR: IMG_8491.HEIC	OCR raw safety-net row from screenshot | verify before outreach. yp WHR — | gf —— | Top 50 Recruitment d | Companies in UAE E= 2026 = | I Dubai Recruitment Agencies CV Submission # 5 & | verify before outreach. Top 50 recruitment agencies in UAE | 31 Jobtrack jobtrack@jobtrackme.com Admin & Commercial | 33 Gulf Connexions jobs@gulfconnexions.com Investment Banking | 34 Headway enquiries@headway.ae ... [truncated]			
UAE / Dubai	Agency	Nadia Global				Contact@nadiaglobal.com			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Original tracker: Job Application Data Extraction; Original tracker: Sheet1				
UAE / Dubai	Agency	Nathan HR				info@nathanhr.com			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Original tracker: Job Application Data Extraction; Original tracker: Sheet1				
UAE / Dubai	Agency	Ontime Manpower Supply	Manpower / staffing agency			careers@ontimeuae.ae			To Contact					High	No	Run agency website/LinkedIn check	Current Master Job Tracker; Screenshot proposal: uae-dubai-proposed.csv; IMG_8701.HEIC; Screenshot proposal: proposed-tracker-rows-from-unknown.csv	Country/Region: UAE / Dubai | Category: Manpower / staffing agency | Source: IMG_8701.HEIC | Move to Dubai/UAE agency queue.	https://ontimeuae.ae; ontimeuae.ae; https://ontimeuae.com/career/; https://ontimeuae.com/on-demand-labour-solutions/		
