Country / Region	Type	Company / Agency	Company Description	Contact Person	Email Sent To	Email / Contact	Phone / WhatsApp	Role Applied For	Status	Date Email Sent	Date Applied	Follow-up Date	Reply Status	Confidence	Needs Manual Review	Recommended Action	Source	Notes	URLs	Last Gmail Thread ID	Last Gmail Message ID
UAE / Dubai	Direct Employer	Lifepharmafze	Unclassified lead			careers@lifepharmafze.com	+971565580898; +971561123978 5		To Contact					High	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8700.HEIC	OCR raw safety-net row from screenshot; verify before outreach. Email IDs of MARKETING SECTOR in Dubai == | gmgmedical09@gmail.com | careers@lifepharmafze.com 0 | 1 hr@aljadaalmushriqa.ae F |			
UAE / Dubai	Direct Employer	Myhtptech	Job lead / direct employer			hr@myhtptech.com	Whatsapp: 4971509562357; Whatsapp: 0522516435; Whatsapp: 0567606658		To Contact					High	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8701.HEIC	OCR raw safety-net row from screenshot; verify before outreach. Here is the list of IT SECTOR COMPANIES that are | HIRING: | careers@ontimeuae.ae | REKHA.Y@PARAMINFO.COM			
UAE / Dubai	Direct Employer	Ontimeuae	Job lead / direct employer			careers@ontimeuae.ae	Whatsapp: 4971509562357; Whatsapp: 0522516435; Whatsapp: 0567606658		To Contact					High	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8701.HEIC	OCR raw safety-net row from screenshot; verify before outreach. Here is the list of IT SECTOR COMPANIES that are | HIRING: | careers@ontimeuae.ae | REKHA.Y@PARAMINFO.COM			
UAE / Dubai	Direct Employer	Paraminfo	Job lead / direct employer			rekha.y@paraminfo.com	Whatsapp: 4971509562357; Whatsapp: 0522516435; Whatsapp: 0567606658		To Contact					High	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8701.HEIC	OCR raw safety-net row from screenshot; verify before outreach. Here is the list of IT SECTOR COMPANIES that are | HIRING: | careers@ontimeuae.ae | REKHA.Y@PARAMINFO.COM			
UAE / Dubai	Direct Employer	Seidor	Unclassified lead			hr.mena@seidor.com	+971565580898; +971561123978 5		To Contact					High	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8700.HEIC	OCR raw safety-net row from screenshot; verify before outreach. Email IDs of MARKETING SECTOR in Dubai == | gmgmedical09@gmail.com | careers@lifepharmafze.com 0 | 1 hr@aljadaalmushriqa.ae F |			
UAE / Dubai	Direct Employer	Talentmate	Unclassified lead			pmmo3@talentmate.com	+971565580898; +971561123978 5		To Contact					High	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8700.HEIC	OCR raw safety-net row from screenshot; verify before outreach. Email IDs of MARKETING SECTOR in Dubai == | gmgmedical09@gmail.com | careers@lifepharmafze.com 0 | 1 hr@aljadaalmushriqa.ae F |			
UAE / Dubai	Direct Employer	Techbridge	Unclassified lead			careers@techbridge.com	+971565580898; +971561123978 5		To Contact					High	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8700.HEIC	OCR raw safety-net row from screenshot; verify before outreach. Email IDs of MARKETING SECTOR in Dubai == | gmgmedical09@gmail.com | careers@lifepharmafze.com 0 | 1 hr@aljadaalmushriqa.ae F |			
UAE / Dubai	Direct Employer	Vtalentsolution	Job lead / direct employer			phu.vuong@vtalentsolution.com	0768 875 139		To Contact					High	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8058.HEIC	OCR raw safety-net row from screenshot; verify before outreach. Amit Yadav @ - 1st eee X | Base4d4 Vibe Coding Specialist | Al Product... | Hiring UX/UI Designer in Dubai | For more UX/UI/Product Design roles - https://			
India	Agency	Orange Corporate Solutions	HR consultancy / recruiter			jobs.orange001@gmail.com	WhatsApp: +91 70820 01810		To Contact					Medium	No	Run agency website/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_8950.HEIC; Screenshot proposal: proposed-tracker-rows-from-unknown.csv	Country/Region: India | Category: HR consultancy / recruiter | Source: IMG_8950.HEIC | Gmail differs from official site email | verify before outreach.	https://orangecorporatesolutions.com; orangecorporatesolutions.com; https://www.orangecorporatesolutions.com/join-us		
India	Direct Employer	Nikah Forever	Direct employer			career@nikahforever.com	WhatsApp: +91-8448293814		To Contact					High	No	Run company careers/LinkedIn check	Current Master Job Tracker; Screenshot proposal: outside-dubai-proposed.csv; IMG_7919.HEIC; Screenshot proposal: proposed-tracker-rows-from-unknown.csv	Country/Region: India | Category: Direct employer | Source: IMG_7919.HEIC | India lead | keep WhatsApp in row but not phone-only.	https://nikahforever.com; nikahforever.com; https://nikahforever.com/home/contact_us		
India	Phone / WhatsApp Lead	Freelance Video Editor lead	Phone-only creative job lead				9511116204		To Contact					Low	Yes	Run company careers/LinkedIn check	Screenshot proposal: outside-dubai-proposed.csv; IMG_8494.HEIC; Screenshot proposal: proposed-tracker-rows-from-unknown.csv; Screenshot proposal: phone-whatsapp-proposed.csv	Only a phone number was captured | keep out of email tables.	OCR screenshot only		
India / needs verification	Phone / WhatsApp Lead	BSD / Amlanjyoti UX UI lead	Phone plus malformed email			amlanjyotibharali@bsd.ed	6000236346; 9620045916		To Contact					Low	Yes	Run company careers/LinkedIn check	Screenshot proposal: outside-dubai-proposed.csv; IMG_9183.HEIC; Screenshot proposal: proposed-tracker-rows-from-unknown.csv; Screenshot proposal: phone-whatsapp-proposed.csv	OCR email appears malformed | verify image before outreach.	bsd.edu.in; https://in.linkedin.com/in/amlanjyoti-bharali; https://www.bsd.edu.in/		
India / needs verification	Phone / WhatsApp Lead	Reslink lead	Phone plus domain mismatch			team@reslink.org	91-8303982425; +91 8303982425		To Contact					Low	Yes	Run company careers/LinkedIn check	Screenshot proposal: outside-dubai-proposed.csv; IMG_8744.HEIC; Screenshot proposal: proposed-tracker-rows-from-unknown.csv; Screenshot proposal: phone-whatsapp-proposed.csv	Do not merge with reslink.io without visual/web confirmation.	reslink.org; Search found reslink.io; not reslink.org; verify manually.		
Worldwide / Remote	Agency	Gmail contact lead	Agency / recruiter			jobs.orange001@gmail.com	WhatsApp: +91 70820 01810		To Contact					Medium	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8950.HEIC	OCR raw safety-net row from screenshot; verify before outreach. 4 = L] | ny - LD) | (0) orange_corporate | Follow | Idhar aao. Apna CV bhejo. Aapko job dilwayenge. | Banking. Finance. Insurance. Real openings. Real			
Worldwide / Remote	Direct Employer	Bsd	Job lead / direct employer			amlanjyotibharali@bsd.ed	6000236346; 9620045916 - 1		To Contact					Medium	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_9183.HEIC	OCR raw safety-net row from screenshot; verify before outreach. © amlanjyotibharali@bsd.ed | N AX/UX/UI Designer | Product Designer | We're excited to announce an opening for the coe			
Worldwide / Remote	Direct Employer	Nikahforever	Job lead / direct employer			career@nikahforever.com	WhatsApp: +91-8448293814		To Contact					Medium	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_7919.HEIC	OCR raw safety-net row from screenshot; verify before outreach. Ready to make a difference? Apply Now! N74 | BE Send your CV to: [career@nikahforever.com]			
Worldwide / Remote	Direct Employer	Reslink	Unclassified lead			team@reslink.org	91-8303982425		To Contact					High	Yes	Verify OCR email/domain before outreach	Raw OCR: IMG_8744.HEIC	OCR raw safety-net row from screenshot; verify before outreach. team@reslink.org			
Worldwide / Remote	Phone / WhatsApp Lead	BSD / Amlanjyoti UX UI lead				amlanjyotibharali@bsd.ed			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Current Master Job Tracker	Phone plus malformed email; Phone: 6000236346; 9620045916. OCR email appears malformed; verify image before outreach.			
Worldwide / Remote	Phone / WhatsApp Lead	Freelance Video Editor lead				WhatsApp: 9511116204			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Current Master Job Tracker	Phone-only creative job lead; OCR screenshot only			
Worldwide / Remote	Phone / WhatsApp Lead	OCR phone lead - IMG_8494.HEIC	Job lead / direct employer				9511116204		To Contact					High	Yes	Verify phone/WhatsApp lead before outreach	Raw OCR: IMG_8494.HEIC	OCR raw safety-net row from screenshot; verify before outreach. Aryan Chaudhary @ . 1 as | @ 7h - Edited - ® | We Are Hiring: Freelance Video Editor | Apply now or tag someone who would be perfect for this			
Worldwide / Remote	Phone / WhatsApp Lead	Reslink lead				team@reslink.org			To Contact					Unknown	Yes	Run company careers/LinkedIn check	Current Master Job Tracker	Phone plus domain mismatch; Phone: +91 8303982425. Search found reslink.io, not reslink.org; verify manually.			
