"Germany"	"Kombo"	""	"Direct Employers"	"To Contact"	""	""	"Berlin hiring-list row; no contact captured."	"Needs Manual Check"	""	""	"High"	"Run company careers/LinkedIn check"	"2026-06-06"
"Germany"	"Lilium"	""	"Direct Employers"	"To Contact"	""	""	"Munich hiring-list row; no contact captured."	"Needs Manual Check"	""	""	"High"	"Run company careers/LinkedIn check"	"2026-06-06"
"Germany"	"LILLYDOO"	""	"Direct Employers"	"To Contact"	""	""	"Frankfurt hiring-list row; no contact captured."	"Needs Manual Check"	""	""	"High"	"Run company careers/LinkedIn check"	"2026-06-06"
"Germany"	"Lufthansa Systems"	""	"Direct Employers"	"To Contact"	""	""	"Raunheim hiring-list row; no contact captured."	"Needs Manual Check"	""	""	"High"	"Run company careers/LinkedIn check"	"2026-06-06"
"Germany"	"Mambo"	""	"Direct Employers"	"To Contact"	""	""	"Berlin hiring-list row; no contact captured."	"Needs Manual Check"	""	""	"High"	"Run company careers/LinkedIn check"	"2026-06-06"
"Germany"	"Monika Saleta"	"job@monikasaleta.com"	"Direct Employers"	"To Contact"	""	""	"Remote Europe role; company HQ location is Germany."	"Needs Manual Check"	""	"https://monikasaleta.com"	"High"	"Run company careers/LinkedIn check"	"2026-06-06"
"Germany"	"Omio"	""	"Direct Employers"	"To Contact"	""	""	"Berlin hiring-list row; no contact captured."	"Needs Manual Check"	""	""	"High"	"Run company careers/LinkedIn check"	"2026-06-06"
"Germany"	"Personio"	""	"Direct Employers"	"To Contact"	""	""	"Munich hiring-list row; no contact captured."	"Needs Manual Check"	""	""	"High"	"Run company careers/LinkedIn check"	"2026-06-06"
"Germany"	"Raisin"	""	"Direct Employers"	"To Contact"	""	""	"Berlin hiring-list row; no contact captured."	"Needs Manual Check"	""	""	"High"	"Run company careers/LinkedIn check"	"2026-06-06"
"Germany"	"SAP"	""	"Direct Employers"	"To Contact"	""	""	"Walldorf hiring-list row; no contact captured."	"Needs Manual Check"	""	""	"High"	"Run company careers/LinkedIn check"	"2026-06-06"
"Germany"	"Siemens"	""	"Direct Employers"	"To Contact"	""	""	"Munich hiring-list row; no contact captured."	"Needs Manual Check"	""	""	"High"	"Run company careers/LinkedIn check"	"2026-06-06"
"Germany"	"Solaris"	""	"Direct Employers"	"To Contact"	""	""	"Berlin hiring-list row; no contact captured."	"Needs Manual Check"	""	""	"High"	"Run company careers/LinkedIn check"	"2026-06-06"
"Germany"	"Sonarsource"	""	"Direct Employers"	"To Contact"	""	""	"Bochum hiring-list row; no contact captured."	"Needs Manual Check"	""	""	"High"	"Run company careers/LinkedIn check"	"2026-06-06"
"Germany"	"SumUp"	""	"Direct Employers"	"To Contact"	""	""	"Berlin hiring-list row; no contact captured."	"Needs Manual Check"	""	""	"High"	"Run company careers/LinkedIn check"	"2026-06-06"
"Germany"	"Taxfix"	""	"Direct Employers"	"To Contact"	""	""	"Berlin hiring-list row; no contact captured."	"Needs Manual Check"	""	""	"High"	"Run company careers/LinkedIn check"	"2026-06-06"
"Germany"	"TRUECHART"	""	"Direct Employers"	"To Contact"	""	""	"Southern Germany hiring-list row; no contact captured."	"Needs Manual Check"	""	""	"High"	"Run company careers/LinkedIn check"	"2026-06-06"
"Germany"	"Volkswagen Group"	""	"Direct Employers"	"To Contact"	""	""	"Wolfsburg hiring-list row; no contact captured."	"Needs Manual Check"	""	""	"High"	"Run company careers/LinkedIn check"	"2026-06-06"
"Germany"	"Volocopter"	""	"Direct Employers"	"To Contact"	""	""	"Bruchsal hiring-list row; no contact captured."	"Needs Manual Check"	""	""	"High"	"Run company careers/LinkedIn check"	"2026-06-06"
"Germany"	"Wolt Germany"	""	"Direct Employers"	"To Contact"	""	""	"Berlin hiring-list row; no contact captured."	"Needs Manual Check"	""	""	"High"	"Run company careers/LinkedIn check"	"2026-06-06"
"India"	"byPeople Technologies"	"recruitment.bypt@gmail.com"	"Agencies"	"To Contact"	""	""	"Bangalore UX Designer opening; strong British communication required."	"Needs Manual Check"	""	""	"High"	"Run agency website/LinkedIn check"	"2026-06-06"
"India"	"Artium Academy"	"priya@artiumacademy.com; pallav@artiumacademy.com"	"Direct Employers"	"To Contact"	""	""	"On-site product designer role in Bangalore."	"Needs Manual Check"	""	"https://artiumacademy.com"	"High"	"Run company careers/LinkedIn check"	"2026-06-06"
"India"	"Byond Studio"	"team@wearebyond.com"	"Direct Employers"	"To Contact"	""	""	"Hiring within Delhi only."	"Needs Manual Check"	""	"https://wearebyond.com"	"High"	"Run company careers/LinkedIn check"	"2026-06-06"
"India"	"Celonis"	""	"Direct Employers"	"To Contact"	""	""	"Bangalore / India careers link surfaced in the post."	"Needs Manual Check"	""	"https://careers.celonis.com/join-us"	"High"	"Run company careers/LinkedIn check"	"2026-06-06"
"India"	"Jaani's Cafe"	"jaaniscafe@gmail.com"	"Direct Employers"	"To Contact"	""	""	"Shoja, Himachal Pradesh; paid role with stay and food covered."	"Needs Manual Check"	""	""	"High"	"Run company careers/LinkedIn check"	"2026-06-06"
"India"	"LearnTube.ai"	"shronit@learntube.ai; gargi@learntube.ai"	"Direct Employers"	"To Contact"	""	""	"Mumbai roles with hybrid work structure."	"Needs Manual Check"	""	"https://learntube.ai"	"High"	"Run company careers/LinkedIn check"	"2026-06-06"
"India"	"Merck"	""	"Direct Employers"	"To Contact"	""	""	"Bangalore / India careers link surfaced in the post."	"Needs Manual Check"	""	"https://careers.merckgroup.com"	"High"	"Run company careers/LinkedIn check"	"2026-06-06"
"India"	"ShaperCult"	"kajal@shapercult.com"	"Direct Employers"	"To Contact"	""	""	"Senior Visual Designer role in Gurugram, Haryana."	"Needs Manual Check"	""	"https://shapercult.com"	"High"	"Run company careers/LinkedIn check"	"2026-06-06"
"India"	"The Art Curry"	"hellu@theartcurry.in"	"Direct Employers"	"To Contact"	""	""	"Delhi NCR only; social media intern, design intern, photographer/videographer."	"Needs Manual Check"	""	"https://theartcurry.in"	"High"	"Run company careers/LinkedIn check"	"2026-06-06"
"India / Remote"	"OneGraphite"	"krunal@onegraphite.in"	"Direct Employers"	"To Contact"	""	""	"Remote UX/Product Designer role."	"Needs Manual Check"	""	"https://onegraphite.in"	"High"	"Run company careers/LinkedIn check"	"2026-06-06"
"India / Remote"	"Remote design application form"	""	"Direct Employers"	"To Contact"	""	""	"NCR preferable; remote option available for strong candidates."	"Needs Manual Check"	""	"https://https://docs.google.com/forms/d/e/TFAIpQLSeBy7r7b48Yrqz4Ap6-2g_07BuhljPhcj-5_3CIsRAkYrQtiA/viewform"	"High"	"Run company careers/LinkedIn check"	"2026-06-06"
"Netherlands"	"Adams Multilingual"	""	"Agencies"	"To Contact"	""	""	"Amsterdam sponsor-list lead; no contact captured."	"Needs Manual Check"	""	""	"High"	"Run agency website/LinkedIn check"	"2026-06-06"
"Netherlands"	"Airswift"	""	"Agencies"	"To Contact"	""	""	"Amsterdam sponsor-list lead; no contact captured."	"Needs Manual Check"	""	""	"High"	"Run agency website/LinkedIn check"	"2026-06-06"
"Netherlands"	"Blue Lynx"	""	"Agencies"	"To Contact"	""	""	"Amsterdam sponsor-list lead; no contact captured."	"Needs Manual Check"	""	""	"High"	"Run agency website/LinkedIn check"	"2026-06-06"
"Netherlands"	"Hays"	""	"Agencies"	"To Contact"	""	""	"Amsterdam sponsor-list lead; no contact captured."	"Needs Manual Check"	""	""	"High"	"Run agency website/LinkedIn check"	"2026-06-06"
"Netherlands"	"Michael Page"	""	"Agencies"	"To Contact"	""	""	"Amsterdam sponsor-list lead; no contact captured."	"Needs Manual Check"	""	""	"High"	"Run agency website/LinkedIn check"	"2026-06-06"
"Netherlands"	"Octagon Professionals"	""	"Agencies"	"To Contact"	""	""	"Amsterdam sponsor-list lead; no contact captured."	"Needs Manual Check"	""	""	"High"	"Run agency website/LinkedIn check"	"2026-06-06"
"Netherlands"	"Randstad"	""	"Agencies"	"To Contact"	""	""	"Amsterdam sponsor-list lead; no contact captured."	"Needs Manual Check"	""	""	"High"	"Run agency website/LinkedIn check"	"2026-06-06"
"Netherlands"	"Ravecruitment"	""	"Agencies"	"To Contact"	""	""	"Amsterdam sponsor-list lead; no contact captured."	"Needs Manual Check"	""	""	"High"	"Run agency website/LinkedIn check"	"2026-06-06"
"Netherlands"	"Undutchables"	""	"Agencies"	"To Contact"	""	""	"Amsterdam sponsor-list lead; no contact captured."	"Needs Manual Check"	""	""	"High"	"Run agency website/LinkedIn check"	"2026-06-06"
"Remote / Global"	"Holy Studio"	"hi@holystudio.co"	"Direct Employers"	"To Contact"	""	""	"Remote-friendly mid-level designer role."	"Needs Manual Check"	""	"https://holystudio.co"	"High"	"Run company careers/LinkedIn check"	"2026-06-06"
"Remote / Global"	"Style Elevated"	"hello@style-elevated.com"	"Direct Employers"	"To Contact"	""	""	"Remote role; similar time zone to EST preferred."	"Needs Manual Check"	""	"https://style-elevated.com"	"High"	"Run company careers/LinkedIn check"	"2026-06-06"
"Remote / Global"	"UI/UX Designer (Remote - Global)"	"muhammedmujitaba@zohomail.com"	"Direct Employers"	"To Contact"	""	""	"Product design / technology / SaaS; global remote role."	"Needs Manual Check"	""	""	"High"	"Run company careers/LinkedIn check"	"2026-06-06"
"Remote / unclear country"	"Walks of Dubai"	"hr@walksofdubai.com"	"Direct Employers"	"To Contact"	""	""	"Remote post; Dubai-branded domain, but no country is explicit in OCR."	"Needs Manual Check"	""	"https://walksofdubai.com"	"Medium"	"Run company careers/LinkedIn check"	"2026-06-06"
"United Kingdom"	"ARK Schools"	""	"Direct Employers"	"To Contact"	""	""	"Croydon; Teaching Assistant / early education support roles."	"Needs Manual Check"	""	""	"High"	"Run company careers/LinkedIn check"	"2026-06-06"
"United Kingdom"	"Capgemini"	""	"Direct Employers"	"To Contact"	""	""	"Manchester, Glasgow, Birmingham, Bristol; Software Engineer | Data Analyst | Consulting | Digital Transformation."	"Needs Manual Check"	""	""	"High"	"Run company careers/LinkedIn check"	"2026-06-06"
"United Kingdom"	"Lloyds Banking Group"	""	"Direct Employers"	"To Contact"	""	""	"Leeds, Manchester, Bristol, Edinburgh; Tech & Data | Software Engineering | Finance | Risk & Analytics."	"Needs Manual Check"	""	""	"High"	"Run company careers/LinkedIn check"	"2026-06-06"
"United Kingdom"	"Medivet"	""	"Direct Employers"	"To Contact"	""	""	"Birmingham, Manchester, Leeds, Nottingham, Bristol, Cambridge; Veterinary Surgeon / clinical roles."	"Needs Manual Check"	""	""	"High"	"Run company careers/LinkedIn check"	"2026-06-06"
"United Kingdom"	"MSQUIRE IT Services Ltd"	""	"Direct Employers"	"To Contact"	""	""	"Reading; Business Analyst | Data Analyst | Tech Consulting."	"Needs Manual Check"	""	""	"High"	"Run company careers/LinkedIn check"	"2026-06-06"
